N	id	H	soln
138	6	207	190	-346	000001101001100011100100011101010100111110011011110111111100111001101111111111110001010101100000101000100010011001010000001001011000001110
138	7	207	189	-342	011101011010000111100101000110110111001100111011100110100011100010101000001100110101000101001001000011011001111001000010011111010101111001
138	8	207	188	-338	111110011101001001001011010110000111011001000100010010100011100111010000011011110100000001101011000011101110001001011000010101111011011101
138	9	207	189	-342	001011100001000011111111101011100110001010111111001011110000110001011111000101001001100101010110000001110100110010000011110111000110001001
138	10	207	190	-346	011011011001010110011001110010001101000000010101111011100000110000001001010010001101011010111101000110111010110010101011000111010101001010
138	11	207	188	-338	111001011000100100000111111110111110000001111101010000111110111010000011001001101100100101001010001011000110010110001001000011101111101011
138	12	207	189	-342	100011100000111001110001111100010001010100010001010101000110100100001010011111011001110010001011010110111011000010100111110111011101100011
138	13	207	190	-346	101110001101000110111000110100110001000001010011100100000001100100100001101111011001011001011111110100110101110000101110010101000011110001
138	14	207	188	-338	000010001001110010001100010101001010011100101101111111010111100111010000110111110001000100111011001111101000011110001110111100100000001011
138	15	207	188	-338	000011111000100110010001101111010001001000001010101100100101011100110100110110110110001010101110110011111001110001011001000111100101001001
138	16	207	190	-346	100000011011101000000010000011011111110100001100011010000010001100111101110001101010010011101110000111001010100001001011101001111111110111
138	17	207	191	-350	110000110011100101010100111000101110010001000011001101010111110111110001011111001000010001100001110110101000100011110111101000010101010011
138	18	207	190	-346	101111000111111000011110000000111111101101001111110100100100011101010001010011000000001001100011001111100111010100000111010101000111001011
138	19	207	190	-346	110100100011100111010011011110000010001000011001001011000001001110010110010001000011001011111000001011011111111101011110011011100100101010
140	0	210	192	-348	10001101011000110111000001111001010110010110010011111110111100001001001111001011001010100110100110110001001000110101000101011111000011001001
140	1	210	193	-352	11001011101011100100100001101001010101110101000110110001101000110111000101010100000100110111111000000100101101010101010100111110100011101111
140	2	210	192	-348	00111110001000011000011110011001110101011101010000011101110000100000000110100101101001101101100111100110100111000000101111111101011000010010
140	3	210	192	-348	10100101000001001011101111100111100001010100110100001000011100001000111100010110110101111000100000100101111001001001011010111100110001111101
140	4	210	191	-344	10110000000100011010011010011000001111011010000011110001111101001001110101011101111110110100111101100101111000111001100110011110001001000000
140	5	210	191	-344	01000110110010000000101111011000100011110101100101001110001100101010000000001111001111011011000011010101011101010110111110101111000110011101
140	6	210	192	-348	01010001000000000001011100011111110111101110100111010000001011101111111100011011010110000001110100001111111100000111001001110000010001001001
140	7	210	192	-348	11100111010101000000110110111010100000110110101101011111101111000001111001010000110110100001000100100010010110101001001010111011101001000100
140	8	210	192	-348	00100100100100111101111111101110110101110110011000010000111100110000110010111110011100100000100001000010111011011100101010010110011110000111
140	9	210	193	-352	01000001100001001101100000011111011100001101000111110100100100110010011001111110000011111010011111001001011101010011010001111100000100110101
140	10	210	191	-344	01111001110000111110010100100001111010110010101110101101101011110100101110101010000100111000110000001100111000100110010111010000110010011110
140	11	210	193	-352	11011101101010000101000110001110011100100001011110100101100100110010110100000100101111001011111001110111101110110101000010100111000011110000
140	12	210	191	-344	11000100011110010100010100111001100110000010100111110111101110011111000001001011110011000100001000111000101110001100000111111010101011101101
140	13	210	193	-352	01000101110111001110100100001011010011000111000010001111000110110101100101100011101110011011110011111100000101001001110011000101001100100100
140	14	210	191	-344	01101011101100010100011011001100101101011011101100010100010000000111111100111111110000100010000010111011111101111110100000011100000001101001
140	15	210	192	-348	00001011011110100101101101101111011000101000111111100000011000011001101111011100000110111010010101000000110100101000001100110110010110101101
140	16	210	196	-364	10100110001000100010000011100101111000100011001101000110100101111110011000110110101110101110000011010101100011101100110100111100000011001101
140	17	210	191	-344	00000011111111011100000101000101101011110011110101010001111001100100101011110101011010010111000111011000111100001101011010010111100000110010
140	18	210	196	-364	01011101011001010001111101101010100001011011100010111110101001110100110001101001001001101100100101101000011011111111100000100000100011000101
140	19	210	190	-340	00100010101010110101110001110010100111100100100000010110011111011010000000110111000111110010001010000100010001111111101111010010011110110011
142	0	213	195	-354	1110001101010010011111000011100010001000011111010011110100111111101011011001011010100001000011001101110010100001110010101000111000101010011010
142	1	213	195	-354	1100011110111100000100010100010010011011110110010111110000001001111001100100110000101001101101111100101010011100000110001101001101101100101000
142	2	213	195	-354	0011100110011001100001111000110111011011000010000101001111100001111000111001001110000100100110001010011001010111101111010001101010100001111011
142	3	213	196	-358	0110011000011111101111100010000011110110101000110100000111010100100110101001110101110001000110001110110101011000110100000101101011011000010101
142	4	213	194	-350	0001010111010001010110001000000011101101110010101111111100001111010101001011111011100100011001000101100001011101101000011010110000000100111000
142	5	213	194	-350	0101000110010000010001010000001111101101001111101000010011101110101001110000010000001110101110101101011100100111011110101011011110110110100101
142	6	213	196	-358	0101001001110001110001111001011010000001101110000001000101100011011101101111011001110100110010010001100001111010000101001111110100001101111100
142	7	213	194	-350	0001111000000111010100101010001000110110110001100010100111001001000000111011011001000111101000011010101101110100011110001111010111110011110111
142	8	213	196	-358	1010001010000010110101110111010101000011011000110100101010101010110110100001111110011011001100100011001001110100010001110011111101100100001111
142	9	213	196	-358	1000110100110101110111011010010101111101010010011101101000011001101001100001111100111000000000100011011100111110000001010000111011110001001010
142	10	213	194	-350	0001110101101000111100110010101000111110011001100100001010010101110011011100000100001001011111001101101111110100101010011110001101100000101101
142	11	213	195	-354	1111011000011010110000101011100010111010000111110000011010110111110000000100110010001010001111111000010100001010001101111001001011101111110010
142	12	213	198	-366	1010000101001111100000110110110010001110011011011101001011010100101011010000001011100110001110001101110000110100111100110000000100111111111110
142	13	213	198	-366	0111100011110011011100110000000001101011101100100101001001011111001101111001110010010100010111010011100010111001011010110010010101010001010011
142	14	213	197	-362	0000000010101001000110111000001010001110000010011110011110000111101111010111011011010011000010001110110111100011110110111011011001101000010011
142	15	213	194	-350	0101001110100010011101101010010110000111100001001101010111010010110101111010000111001001000001010101101101111000101011011001011001010001111011
142	16	213	193	-346	1001111111011011001100110011100000110010011111100010001100111010101101011010100110000100011100000100011111100010001100110000001110000101001110
142	17	213	195	-354	1100110101110111000100100001000110011000000101101011110000100100111011001011001111000011111011111000101110101101101110011000100001001011110101
142	18	213	194	-350	0011001101001110011011001011100011000110001110110001110010101001000010000010011101000110101101011001000001101111101100111000010011110101000110
142	19	213	192	-342	0101011000100001010101011101011111011110001110000101001111110100101111010001011110101100111110000010100000011110100010111101001001110101110000
144	0	216	196	-352	011001101111110100000001111011011001100010110000111001010010011101001101100110100101110101101011001001011110101001101000001001000101111110010000
144	1	216	197	-356	111100101000001010000101011011011011111110111111000010010100010011000111011010110100101001011110010011000101010110001000010001011010001011100101
144	2	216	199	-364	001010000100100010110110010111101001010100010110001101001101101110001110110000001000110100111110100111001001001111101101011111111010011001010001
144	3	216	200	-368	010111001110010010110110000101000111011101000101010001100010110001011010011011101100100100111100001011111010011110111111011000011101010000100101
144	4	216	199	-364	011011111011101111000000011110110100000101010011010100110110100000100111110001111010000101101100010001100011100101001110110010100011101100010111
144	5	216	196	-352	010010011011010110010010101100101111101101011000100111010111011001000110111010000110111011101001010100011010011100000101001010100100110000011110
144	6	216	197	-356	111001011001111001101001110001001010000000010000110011101011100010101001110000111001111001101010010011101000010110111111100101001111010000100011
144	7	216	197	-356	000100111111100001101111010101001011001111010010100000101000000100011010110000001111100010011000111010101110001011101001110100100101110100101010
144	8	216	197	-356	000101100100110010110001110110011101011110100100111011010010100000011100001110100110001100001110111000011110111000001010110100000011010111001010
144	9	216	197	-356	100010001100011011111100110000100110011000010110101010011010101111001000111011010000011100010111100001010001010100001111001100101011000110111100
144	10	216	197	-356	011101100100101111010111110010111111100011000011100000110110001101001000001111100011100001000000101011100111011110000101111100110100001000001100
144	11	216	197	-356	101011100100101011000111000000010111111001000010001110100011101111100101100110011000101101101011000010011100101000111111111110010101001101011100
144	12	216	197	-356	110011101010110111100101000110111000001001101001011011100011110010010000100100010110100110000111101110111110011000010111101001001000001101011000
144	13	216	198	-360	110001001110101011111001001011000101011101011101111100001010000100100100111110100110011001110001011100100100011000110111100110110100110001000010
144	14	216	199	-364	111001010001100011111100100110010101101111010100000101011001000101101001110110110101100110000010011110100100010110010010110001100111001110111100
144	15	216	198	-360	101111110000001110011001011101100010111111001000111111100011100101010011001011110110000110001000111000010111011100100101011101001010101110000000
144	16	216	198	-360	000111110100111110011011011010001100111100011110100000100101101001000001110000101100101110100110010101100111001010101001010110001011000111001110
144	17	216	200	-368	000101010011011001110100100100001001011011011010100101001110100101111011111011011000001001111100010101010110110110110000001111100100100100101001
144	18	216	197	-356	000011010110011111010100101010101000100100110100110000011000001100100110010010110001100101010010011010100111101010111111001011110101011011100110
144	19	216	197	-356	100110010000001110110001010011111001101110001001010000101110100100111000010111101111011010011010011111001000011010011110111000010111101101100101
146	0	219	198	-354	00001111110101001100000111010110000010010011000011101000011111000101101010111100111110001001111101100010101001101010101100110111010000101010000101
146	1	219	199	-358	01101001010101100101011100000100010001011100100110110100111001000101100111010010000010011100011111111101011110101101011110100010100000101011100011
146	2	219	198	-354	01101101001011000111011100010001000111100011001011001011011001011000001101000111100010010000000001000111111011001010111100111101110001101101011100
146	3	219	200	-362	11100001011110100000110111000110000111111110000010011000101100011111111001011001010000000010101100000001111100100111010110101110110100111011010011
146	4	219	200	-362	11110000110001110101010000100011111011010111011011101001011111111000101011001011000001110001101010111101111100000000010011100100101000011101011010
146	5	219	198	-354	00000001101111101001010110100010011010001011101011111000001011011101001111000000011011001111100010011111000001001100100010000111111110001101100110
146	6	219	201	-366	10000100010011000011010010110101101111011001111101000111000011100001011010100001011010101011111100000100001101001100111111001100110100010101000101
146	7	219	200	-362	00101100110101011001110101111000101101001000000000001110001010000111011110010010111110100100111001111110101000111111010010101011101000001110011001
146	8	219	199	-358	01011110001111001100010001000110000111011110000101111011101000101000001010111100011010011101110011001001111001101000101001010011011110010101001001
146	9	219	198	-354	10110001011000111110101111110010101010110100001101010101110101000101111010001100000110000110100010110000011001101010100111011000111110011110010010
146	10	219	199	-358	00010011000110010100000110101110110101001011011100000110110001001111001010110011011110011000100000111100011000011010111001000111101011101110001001
146	11	219	202	-370	00000001011111010100001001110001110010111010001001011000011111101011100101111101101000101000001101001101101010000110101110011100111001111001000010
146	12	219	199	-358	11110000110000111101000111111111100111110111001100110000000010010110101011110010101001111110010001001111001011111000010000000000001011011010110110
146	13	219	200	-362	00000000010010100010111110100110001101001101011011101000011100100011101001110011011010011001011010101000101100110100110001110101110101111011101101
146	14	219	198	-354	11110000111010011000000011101110011101000001111111011110100111110001110110100011001101110110001011110100110000000010001011100000011100001001100100
146	15	219	200	-362	10001110101101000001011101101000110111101110101110000100010101100111000000111000100101111101100111010011101100000000011000010111101110100111010000
146	16	219	199	-358	10000001001011010000100100110111110001101011110110010000110111101110101110001000111000011001101001110000111101010001111000111100110111001001111001
146	17	219	201	-366	11001000010000101010001110000101011111110110100100100000010011110111000100110001101111000111001011101100110100011111111000001110001101011100100110
146	18	219	200	-362	01000010100111000010010110101101001100011111010010000100000101011010000010111000110010010110101101111110010111101111110110111001101100100010100001
146	19	219	202	-370	11100100011001010011110001110010101010010111011011110111101000110010100000111011010010000000101111001001111110000001010010100001010111110100101100
148	0	222	202	-364	0011100010101010101010000011110010110001100101110011010010110110110011010011011000001000100101111011100000010000101111111100001101111010101110101001
148	1	222	202	-364	0110011010110101010111110000100111100101110111000111000100110010100010001010001011100000010010001110101001111101001011110110100010101110111111011000
148	2	222	202	-364	1100111000110111100000010111100111011001110001101011010011011010000010000100000101111001110100111111001011000111010010000100101001010100001100101011
148	3	222	202	-364	1110111000100010111101111101001000010111010111101001011010111000001100110101111010111101001100110110001010111111011100000000100010010001000000010010
148	4	222	202	-364	0010010100101001101011111110001000100011000010111101000100000101101101001101011011000010110111111100111011110101101011110110110000010001000100101111
148	5	222	202	-364	1101101000010111010000010100111101100111011110001010100011100111010001100001000101101100001111100000010110011100000011101001011101111100101000110010
148	6	222	205	-376	1011101110110010001101101001011111010010101110111000000111101101101010001100000000001101011011010010010110100100110001011101100111001110101100110000
148	7	222	204	-372	0101001110011000011101000101001000011010100101011011100111100010101011011111011011000110110100110101101000010001000010110001011101010100111100100100
148	8	222	203	-368	0111101101010111110111100110101000101011001011100110010010000010101100110001100100101000100000110011110010101001110101111001010100001010010100010111
148	9	222	204	-372	0111100101010111011010110100101011100001100010110010001110111001011100111010001100010100101001110001100010101011011001100010010110001101010101001000
148	10	222	204	-372	0010000010000000010000111101000101110110001010101111110010111110001101111101010101110011100010101101100011101100100011001010110011111111010101011000
148	11	222	205	-376	0110110100010111000101101011001010110110100000100111010111101001100111010011000000101000001110110101101111110010101011000111100101001010101011010010
148	12	222	204	-372	1000011001111110010011010010001100000001101000011101101111111000111010011010010010001101000001100100001101000000111110011001100101110001111011111111
148	13	222	204	-372	0000010100101101010110000100010110101101000100100110000101110001111100101001000010100111111110000010110111111111011111011010111110101010100111010000
148	14	222	202	-364	1001110100110001110101110101011110111001000000100010111001111010000000010001000011110011100110111111100011110100001100011001011010001001010000010010
148	15	222	202	-364	1001001101011000000000110101001101100010101110111110010010011100000000011111010111011001001011110001101000010100101111111001110010100010111111001111
148	16	222	202	-364	1000011000101010111101010001011100110001100000111001110011001011110110110110110110100001111001110111010000100010001001010010011111000010001111111000
148	17	222	203	-368	0010100110011100100100101101110101110111010100101101010011111110000111010010110110101110001001011001111001101000100010110000001000000111111110100111
148	18	222	205	-376	0110010000000010011110010010111001011110010100101001111010010110100101110101000011110111100010101111101000101111101101100100011011011000100101000000
148	19	222	202	-364	1000111010011101101010110101110100101001001000011000010100111011100100001111101000110011000111101001001010111000111101100110011101111000011100000001
150	0	225	207	-378	100011101011010010101011100100101011100111010001111010111111100010011111001000001000110100011010010101011111000000001001111001000100010110011010000011
150	1	225	206	-374	001010100010111000100001000101001011011010110001011110111011111001101100101100100011011011110011000001100111000011000001101001110011000100011110000000
150	2	225	205	-370	111111100000110000110001010001101011001110000001101100111000001001110011001011001110010101110100001011100101011100101001000010110110010101011011011010
150	3	225	206	-374	000111011100000101010000010100111011101011011001011011100101110000110110000110111001000000110111001000011101011111110101101110101001010010100011111000
150	4	225	207	-378	000011111101011000011001100100010001111011000001000111010000001011000011101001111100111000111100010010111100101011100011111011011111000111010011100000
150	5	225	206	-374	001011010010011100010000010011110101001011110010000110000011011001011110110011100111100011000101011011001011000110100111110011100001101100111000101100
150	6	225	205	-370	010010100001110100111101101010000110110111100111001000011011101000101110010011110110010111011100111000011100100001001111100001100110110010011000000011
150	7	225	206	-374	001100001000011000011011000000010101100111010111101111101110100110010001010011111101101111001001101100010001000010011101101100011010101101101100101000
150	8	225	207	-378	111011100000001001000111000001100001011101000001101100110111111101100011000100111011111010100101011001000000001010010111010110010111101111010111001001
150	9	225	206	-374	010110101100100101100101110110011011101001000100111001000110101011011100010000001110100111010001100100011100011101000101001101000000111111110101011111
150	10	225	205	-370	110111000110010000110111000010101001001110010011111001110000111001101010011000010000110001011010111100001010011110000011111101111111110000011011001000
150	11	225	205	-370	010010011110111110111111100101100011000111010010011011001000000110011111111011001111101100100000110100011100000011100001000111110010001100100111010001
150	12	225	206	-374	100011011011101100000001011011011010010011011011110010111101010100100110010010000010010100001110000010011010101111111111101010000110010011001001101010
150	13	225	204	-366	101001011000010011011101011100000000010000111100101101011011001101000111111010111001001110001010001100110000100011101111011100111010010111001110100000
150	14	225	208	-382	100010001101000001101101000101100101111000111001001001001110110010111001010100010001000011111011000100110011101110101011000101101110011101001101011111
150	15	225	205	-370	010111111101000100010011000100110111100101001010000001100100100010011101111000010110000011111011001101001010000011001000101111000111110101010100101111
150	16	225	207	-378	100100000100101110101000110010000010000001011110111101001011101000001011011001111101001110101010101011010011001011001000111011110010010110010011011111
150	17	225	206	-374	010100100011100111000100000110101001001111111100100111011010011101011111011111000110001000110111001110000110100100110100111100010010101000110000010100
150	18	225	207	-378	011000010011111001111101010011111111000001010011010100000000000110110010010111100001011000001011110101100111110101010101110100011000010101110100001100
150	19	225	205	-370	110100001000111011110010110010111111111010001000000100110110000110111111111101011111101111100000100000101110000000001100111000011000000101011100011111
152	0	228	207	-372	11001000100100010011110101011100100001010000101001111111010110101101010111011001100111101100010000011011110000101010010001100011011000000010010110110101
152	1	228	209	-380	00111111010110010000000001011001001011110011010010100101110011100001110000000011001011011111001010100011010100111101100001111111111111011001110100100000
152	2	228	208	-376	01011100101010100110000101000010011101010101001010001100110110110110011010111010101100111000010101000010100001101011110010100011011111100101011010111001
152	3	228	207	-372	00000111000011100111001111111101010101001001001010011110100010100001010001101111011000100101000101010111100010001010001111011110111000101001010101110111
152	4	228	209	-380	11111010001100110010001000000110111011100110001110001000110111100010010000011111111001001010000101100111010010011100000111100100101111110100110100110001
152	5	228	207	-372	01001001000001011110111100110010101011111001101110011011000101011010011111000001110001011100110101000101000110101100111100010010000001000100111000011111
152	6	228	207	-372	11111110001110010010100101100111001101010000000001110101100100101101000100000001010101110011001110001011111111101100100001101010110101000001111100110111
152	7	228	208	-376	11011001101001111011111101011000110111100100010010000101010110111111001000100011001001100010101010001100001101111011001100001110011000100100111001100010
152	8	228	210	-384	00000101110100000010001110100000111101111001100111111010010100101011001011110100100011011001001101110110100110110000011111010100111101101000111010001011
152	9	228	207	-372	10111111101011011101010100101100001010101100010011111100001010111011111011000011011000011000010111101000001001100011000000111011101001000110011010001110
152	10	228	206	-368	00110010111110000001101110111000110001001010101111010111001110000001111110111111000110001110100100011011000110111000000011010001100100000111010001001010
152	11	228	209	-380	10110010001000100011110101110001101110101010011110011100010111011101011010001001101011100011011100011010011011001010100001100010100101100001010010010011
152	12	228	209	-380	00111100101011000010001010011101101010110100011101000011111111001011010111101100010110101100011001010010010101001000111110110110101110011010111000000101
152	13	228	207	-372	01100011101101101001000011111101100110100001011101011010100010011101111011011110001100011110100001001001001111101001010011000000000100101111000010010110
152	14	228	207	-372	10000111010111000001010010000001011110011100110011111101011010000100111101100110010101101111010101101001100001010101111111000110100110111011100000000100
152	15	228	208	-376	00011101010101011011100100100100001001111110000001000001111101100100101001100101111010111111101101001000111011011100001100011100100110001011001100011111
152	16	228	207	-372	00101001111000001101101010101111011100011110100111011110110100000110100111100001001101010100010000110111000010001001010010000001000101111011011011110110
152	17	228	209	-380	01001000100001000100010101100110111110111100110101100101100110011110000101001001101110100111001100011000101011001101111000011101101110010001001011011011
152	18	228	209	-380	10111011010101100010011011100010100111101011010011110000000011110100101101001010001011110010100110000111000101110101110100010100010100101000001010010101
152	19	228	209	-380	10110100011001110011100011001011001111111110111000111110011001110101010101001011110010110000100000111001000000000001101100101011100000011101001111100011
154	0	231	211	-382	1111100111111010110101011100110010011001111011011100101000000000110001010101010000110111000000000100100001010101001111011010101111000101000000011011110110
154	1	231	210	-378	0111111110100001010001100001001000001001110011110001010001011001011111000110001101001011001111000101111100010001101011011110001100101111000111000101110011
154	2	231	211	-382	1100010110100110000001101111010000111100101111100011101100110011001010001100100010110100000001001110010100011001100010000101111110111111101001001011110101
154	3	231	214	-394	0100101001101110100100101100111000010100100111111011011001111101001000111000011000101110010100001110111011000010001001010101111010001000011011101100101001
154	4	231	211	-382	0010001101011001000011000001001111111100100110101001001101100010110011111010000110110010111000111111101001001100110000101111010001010001001111110001110001
154	5	231	210	-378	1101100010011010111100001001110010001001011111111100010101110010000010111101101010011001010001100110000111001101010100010111100001110010100100010011010011
154	6	231	211	-382	0101100100001110010101111010001001001001110011110001111010101100101010011111010100110000011000100011100010110001000100101011011111011000100111110010110110
154	7	231	209	-374	0011110101001101000101110100111111011010011110100111011110111100100100001010010000101010001001000110110011101010110100001000000111011110001010001100001100
154	8	231	212	-386	1111010001000111011010111110001001101010100001101010111110111000100011110110000001011010001010000111010010101101111000010100110011101011001101010111011001
154	9	231	209	-374	0001100100011111001100010010000111101011110101010110000011010010011110111110001000101000001101011111100110100011101001010011010100101110000101111100011001
154	10	231	212	-386	1001101000001110011011010000010111010110000100110010100101110011110001010101000010111010010010000100011011011011010011110110000101101101100100110100111100
154	11	231	213	-390	0001010100101011110011100000000100110001001000001100111010101011101100100101010001100111100111110101101011101101110110101001100001110000010010111100111110
154	12	231	211	-382	0111000011010110111010110111101000110011110001100101001111001011110010110101001011000001101011100110111010010010110001010010100110100000110100000110101111
154	13	231	209	-374	1001111011111000011110001000110001111011010011011000110001100010101010011111101100001000011110100100010000110100011010101100011101011001101111001010000110
154	14	231	209	-374	0000010101100001101100010011001001000111001101111100101101000111011110100011000110110100101101101011101001001111101001010010001100011000100000011111100011
154	15	231	209	-374	1101000010001101010110111011010000010110101011111101010100111111111010011101011111010100011111001010011000000011000001101111000100010001111101100011011000
154	16	231	212	-386	1010011111101001001100111011111000001110111011100000001000110001001101100100000010010010100011011111010100011111010111100100101010011100000001001010111011
154	17	231	210	-378	0010010110101110110111010001100001001110111001100101011010110011011011001001011100110000111000100100100100111000011010010010011011000111111110010011011100
154	18	231	210	-378	0010000001101110111100110101011111101101101110100110110011100100101010001100100100111110010001011101101111111000111110100010001000110000000000001001010010
154	19	231	212	-386	0000010000111001111111000001111011111011011011010100100001101101100111110001001101000100000010011011100110110110001100001000111101110000111101101000001100
156	0	234	215	-392	001001001101011000000000101001010000000110001001011010110111010001101111100100110111111101001010110000111100001010100110101110111010110011110101011111000100
156	1	234	215	-392	110110000110010100101010111010011011010101100100000111101110110011011101110000000000010101100011111001100010010100110010000010100111011110100101011011011111
156	2	234	214	-388	111000011110010101010001101010101011000011100111100000101110000100100101010010011000011101101111101000011111100001110110001111000101001100110111100100011010
156	3	234	215	-392	000100010000011011111101101000000111011001010111100001011010100001010110111000001010110001000100011011111100110000110001010011000011110101110101111111110111
156	4	234	216	-396	000100100010000110010011010111001111000111101110111100000000111110001001010111100100110010110011110100000010001001011111011110111000101011001000011000111111
156	5	234	214	-388	110000110110100001110111100100111001100001101011011001000011011100110110010001100101001000101111101110001101101001101110110111000000111000101101010100001100
156	6	234	214	-388	011100001001001111010111010011100011110101110011110100110011111011000111101011100001010001000000111001110010000011010011000011100000110000111010001101111001
156	7	234	215	-392	000111100010111011101101111101111001001100000101111110000111111100100010001101001110110101001110111001010001100110011011100110000001110101010100000101110000
156	8	234	213	-384	010101010011011001000101010010001011001000101011011000001010101010111110001000100110110000110001110010111101011100011011100110111000011111111100101000101100
156	9	234	216	-396	110100101101010101011001111101000111010000011111000111010011111000001101100101111001011010011011000000001011000011100000010101001100101011110111111001000010
156	10	234	217	-400	100110101100101100010110110100001110101111110010010111000111011101010000110001010010001101011010110101010100110100011011100100000000110101101111000101110011
156	11	234	216	-396	001111010000001011000100001001010100101110000110101111011101010011110011011111100110010010001101011000101111010110000001101100000001010011111100111011100110
156	12	234	214	-388	000111111110011100110011000010000010011010000110110010101110110010001010100011100001110011010110110101100011001101001001101110110110000010111001110100101101
156	13	234	216	-396	110101111110011100100000101110001001000100011111100001010110101000101101111010110100111100010001100010011010111011011001001010111010110001011100100000000111
156	14	234	215	-392	101010000010010010011001100010011111000110011101001100100111110010101111111001000110011010000111111100001100100011000011001001010101011111111010000111111000
156	15	234	214	-388	010000100110111100001000000110111100011110110110010000111101110010111110011110101110010010000101000000101101110111100110100001010110000110010111111001101000
156	16	234	216	-396	101010000100000111110001101101011111010000110111110000110101101001011010001001110100011001000000110000010111000010110001100111101111100011001011110010110100
156	17	234	214	-388	100111011011100001110011011110101011010101100000011010011111110010010110100000110100001111101100101011010100100101100100101010110100000110100111010010000011
156	18	234	214	-388	010100011101110010111010100010000111010111001110011111010100100011001010010001110010101111110000110010001000101001011110000111011010010000001000100101010011
156	19	234	215	-392	111110110010111011010011101101101011100111101101010111110101011000100011011001010010111010000000100010000001011101100011110010010010100100011001001111000001
158	0	237	215	-386	01001101000110000010000101001100000110111101101111111011100001111001000010000010000101011010110111010011100101011010000110001100111001101111001110011101100111
158	1	237	216	-390	11111110000001100111101011000100111101000000001100100000010011010010101001010011001110101100010010101010111101010110111101010110010101110011000110010001111010
158	2	237	218	-398	11101000101000101100111010011100101111101011010001010101100000110111010001001100100011111111111100011010010011001100110001010010010101010100101000101101010110
158	3	237	215	-386	11010110010001000000111110111100101111010111011011111001001111010011101011000010111000001011100010000101010000000010110100111010111001110111000100000110110100
158	4	237	218	-398	10001001000000100000100001001101110111001001101110011001001010110110101010010001000011010110111101010111011001100100010101011111111000011011111110010110011011
158	5	237	216	-390	10000010001111101100111100001110110000111110100110001101011000010011111101101010111110010001010000010010001010100101011010101000010111011000101100110000101001
158	6	237	217	-394	01010010111010110101111101111000111010100101111110111101011110101000011010110100100101001101111101101111111001000000010100011101001000000000000101011001011100
158	7	237	218	-398	10101010110110101011011000110001000101110010011100001101010101100100011010011110001100010110100111100001010101100010010110111100101010111111001010010100010001
158	8	237	215	-386	10100000111101011101000111001100111111111000001000000011100011011111111101010001101000101000000111101100101010010101100101000111001100110010010011010110001011
158	9	237	217	-394	11100011110101001100101000101011100100011011100011010011010010101111101001111001011101010111101100010010101000110001011101000000010100010011111011010011100110
158	10	237	216	-390	00001111100101110011001011011100011010101011010110001100010001101110110011011010001001001100111100101001100000011101111010000001100010110110110100110000010111
158	11	237	216	-390	10010110001011001100001000101001011110100011000000011110010101001100100000010010111111111110010001110110110110010110000101011100110111010011010001110110110001
158	12	237	218	-398	11111110010111001101110111110010111000000000001011010001010000111100011011001110110000100011010000100011101010111100111001100100100010010000101110001100010011
158	13	237	218	-398	01110001000000000111000011011000101011111001100111001101111000011010011011001101010100001010111100001011001011110010111110100010110000000011110111110111101100
158	14	237	217	-394	10111100101001110001101010000101010001011000101110110110110011000001111111011100011001111101011101011010001011011010111101001101110000011100110001100000001000
158	15	237	219	-402	11000110010000100111011100000100110010110111100111100011100101011000000111010000100011011001001110011011011111001111100110000110001110110100101011111001001011
158	16	237	217	-394	01101010010011000011001101001001111010011010100100100100011111100000000110011101011111000000100110111110111110111000100100111001101000010110100101110101010110
158	17	237	218	-398	01101100101110010110001101000100101000111010100110001001000111101001000101001010100100011000110100001010111001111011000110001000011111110011101111110010011000
158	18	237	215	-386	00111100101001110010011000100000100110111111111100000001011110011100001110111011000000011101001110000011100110000100101011011111001010010000110111111010110001
158	19	237	218	-398	00011001101100111010100111100010001000111000101101111101000101011100110100000110110111101101100000101110100010110110100110010101001100111000001001010010101011
160	0	240	222	-408	0111000111011011011110101100010000100101111010101000110010001110111100111111100111000011010101100100000110110101010100011000111000000111001011111000011101110000
160	1	240	219	-396	1010111010000001100000010101111100111011011011100110101000010011010100000111000010101000100010010111110111101001101000011110001011011110010100001110110101111011
160	2	240	219	-396	0100100100111011010101110101111101001100111101010001101101010110011101011110001001000000100110110000000000110101010010110010101010000111100011011001001111001110
160	3	240	220	-400	0110110001000101001100110101011110110110011010011000110011000101111000010111001001110011000001011101010100101101000100000111100101010110101000110101110100111011
160	4	240	221	-404	0100011100001010001110101110101100001011110000100011001100011111101100011110011111011110010001101010101011010100100101111000110011011001100001101011100110010000
160	5	240	219	-396	1100010111111011001010110001111010001110011010111010110000110110111110101011000010110100000011000111000001100100010101011010011110001010001110100001010110101101
160	6	240	222	-408	1100011111101010111101111001100011100110101001010010011011010101101101000001000111010100001100100110001111000001011101000110001101100110100101100001000100011010
160	7	240	221	-404	1011100000110011111000010111100111001001010101000010100110110100001001001101001011100000100011111110111100111101011000100111101011001100100011100001101010000101
160	8	240	222	-408	0110001111110011011100010101000100100000111101110100001011000000111001000110001011000101001111010111111101111000100111000011100100011110110000001111001000100101
160	9	240	221	-404	0000100011000110111100001011010010000100010110000001111110101011110100011110001111111011100001010100010010001001111000101010100111101001011101100111110011101000
160	10	240	217	-388	0011011100111000101011000101010001110011010000011100000110100001101100101110011011111001011000110010001010010000100000010110001101010011001110011111111011011111
